Grupos de edad;Ambos Sexos
45-49;731
50-54;668
55-59;578
60-64;465
65-69;337
70-74;228
75-79;144
80-84;87
85-89;43
90-94;17
95-99;17
100 AÑOS Y MÁS;4
Envigado;
Total;242.197
00-04;10.759
05-09;11.010
10-14;11.865
15-19;14.029
20-24;17.480
25-29;19.537
30-34;19.701
35-39;19.330
40-44;16.920
45-49;15.914
50-54;18.314
55-59;18.650
60-64;15.872
65-69;12.207
70-74;8.634
75-79;5.501
80-84;3.202
85-89;1.793
90-94;930
95-99;378
100 AÑOS Y MÁS;171
Fredonia;
Total;24.754
00-04;1.375
05-09;1.538
10-14;1.727
15-19;1.782
20-24;1.673
25-29;1.562
30-34;1.524
35-39;1.589
40-44;1.590
45-49;1.609
50-54;1.772
55-59;1.808
60-64;1.646
65-69;1.295
70-74;934
75-79;622
80-84;359
85-89;197
90-94;106
95-99;40
100 AÑOS Y MÁS;6
Frontino;
Total;20.700
00-04;2.406
05-09;2.203
10-14;1.967
15-19;1.779
20-24;1.593
25-29;1.418
30-34;1.263
35-39;1.212
40-44;1.123
45-49;1.014
50-54;1.044
55-59;993
60-64;809
65-69;640
70-74;502
75-79;343
80-84;202
85-89;105
90-94;51
95-99;27
100 AÑOS Y MÁS;6
Giraldo;
Total;5.750
00-04;531
05-09;531
10-14;515
15-19;474
20-24;436
25-29;425
30-34;425
35-39;414
40-44;342
45-49;286
50-54;284
55-59;264
60-64;231
65-69;193
70-74;144
75-79;108
80-84;73
85-89;38
90-94;25
95-99;9
100 AÑOS Y MÁS;2
Girardota;
Total;54.439
00-04;3.316
05-09;3.376
10-14;3.579
15-19;4.015
20-24;4.600
25-29;4.734
30-34;4.324
35-39;4.035
40-44;3.686
45-49;3.531
50-54;3.692
55-59;3.407
60-64;2.742
65-69;2.026
70-74;1.403
75-79;897
80-84;517
85-89;297
90-94;170
95-99;71
100 AÑOS Y MÁS;21
Gómez Plata;
Total;9.921
00-04;616
05-09;693
10-14;758
15-19;720
20-24;632
25-29;624
30-34;655
35-39;670
40-44;629
45-49;617
50-54;677
55-59;666
60-64;584
65-69;468
70-74;345
75-79;247
80-84;154
85-89;89
90-94;49
95-99;23
100 AÑOS Y MÁS;5
Granada;
Total;9.764
00-04;985
05-09;924
10-14;846
15-19;783
20-24;710
25-29;645
30-34;591
35-39;571
40-44;535
45-49;515
50-54;539
55-59;529
60-64;480
65-69;393
70-74;288
75-79;191
80-84;118
85-89;70
90-94;32
95-99;15
100 AÑOS Y MÁS;4
Guadalupe;
Total;6.665
00-04;503
05-09;535
10-14;573
15-19;575
20-24;534
25-29;499
30-34;474
35-39;462
40-44;429
45-49;383
50-54;376
55-59;360
60-64;303
65-69;233
70-74;178
75-79;120
80-84;67
85-89;35
90-94;15
95-99;9
100 AÑOS Y MÁS;2
Guarne;
Total;58.159
00-04;3.878
05-09;3.713
10-14;3.721
15-19;4.176
20-24;4.854
25-29;4.844
30-34;4.447
35-39;4.294
40-44;3.893
45-49;3.563
50-54;3.652
55-59;3.448
60-64;2.965
65-69;2.436
70-74;1.842
75-79;1.172
80-84;644
85-89;360
90-94;180
95-99;61
100 AÑOS Y MÁS;16
Guatapé;
Total;8.709
00-04;597
05-09;591
10-14;594
15-19;630
20-24;688
25-29;694
30-34;632
35-39;604
40-44;557
45-49;532
50-54;558
55-59;533
60-64;452
65-69;361
70-74;280
75-79;198
80-84;108
85-89;53
90-94;26
95-99;15
100 AÑOS Y MÁS;6
Heliconia;
Total;5.395
00-04;297
05-09;335
10-14;374
15-19;393
20-24;360
25-29;335
30-34;322
35-39;338
40-44;354
45-49;352
50-54;390
55-59;410
60-64;363
65-69;271
70-74;187
75-79;135
80-84;93
85-89;56
90-94;24
95-99;6
100 AÑOS Y MÁS;0
Hispania;
Total;5.591
00-04;410
05-09;412
10-14;414
15-19;427
20-24;410
25-29;389
30-34;384
35-39;398
40-44;352
45-49;307
50-54;325
55-59;332
60-64;301
65-69;259
70-74;201
75-79;131
80-84;76
85-89;34
90-94;14
95-99;13
100 AÑOS Y MÁS;2
Itagui;
Total;289.994
00-04;16.207
05-09;16.140
10-14;16.916
15-19;19.869
20-24;24.998
25-29;27.469
30-34;25.759
35-39;23.180
40-44;19.299
45-49;17.578
50-54;19.178
55-59;18.535
60-64;15.138
65-69;11.231
70-74;7.821
75-79;5.010
80-84;2.898
85-89;1.548
90-94;757
95-99;307
100 AÑOS Y MÁS;156
Ituango;
Total;27.789
00-04;2.053
05-09;2.164
10-14;2.266
15-19;2.233
20-24;2.468
25-29;2.478
30-34;2.355
35-39;2.309
40-44;1.974
45-49;1.683
50-54;1.618
55-59;1.350
60-64;931
65-69;651
70-74;508
75-79;365
80-84;214
85-89;98
90-94;41
95-99;24
100 AÑOS Y MÁS;6
Jardín;
Total;14.830
00-04;974
05-09;1.016
10-14;1.076
15-19;1.113
20-24;1.108
25-29;1.048
30-34;948
35-39;943
40-44;920
45-49;902
50-54;953
55-59;936
60-64;859
65-69;735
70-74;553
75-79;354
80-84;200
85-89;104
90-94;53
95-99;26
100 AÑOS Y MÁS;9
Jericó;
Total;13.706
00-04;794
05-09;856
10-14;932
15-19;961
20-24;921
25-29;883
30-34;882
35-39;903
40-44;867
45-49;849
50-54;929
55-59;956
60-64;886
65-69;742
70-74;558
75-79;359
80-84;214
85-89;122
90-94;59
95-99;29
100 AÑOS Y MÁS;4
La Ceja;
Total;68.325
00-04;4.139
05-09;4.341
10-14;4.695
15-19;5.229
20-24;5.804
25-29;5.758
30-34;5.373
35-39;5.255
40-44;4.696
45-49;4.144
50-54;4.244
55-59;4.128
60-64;3.542
65-69;2.741
70-74;1.910
75-79;1.145
80-84;635
85-89;331
90-94;150
95-99;53
100 AÑOS Y MÁS;12
La Estrella;
Total;75.517
00-04;4.283
05-09;4.336
10-14;4.585
15-19;5.290
20-24;6.407
25-29;6.836
30-34;6.508
35-39;6.244
40-44;5.451
45-49;4.906
50-54;5.038
55-59;4.563
60-64;3.606
65-69;2.750
70-74;2.001
75-79;1.272
80-84;720
85-89;411
90-94;214
95-99;79
100 AÑOS Y MÁS;17
La Pintada;
Total;8.460
00-04;563
05-09;614
10-14;681
15-19;741
20-24;788
25-29;757
30-34;677
35-39;639
40-44;581
45-49;513
50-54;486
55-59;425
60-64;338
65-69;255
70-74;176
75-79;110
80-84;59
85-89;32
90-94;12
95-99;11
100 AÑOS Y MÁS;2
La Unión;
Total;22.391
00-04;1.605
05-09;1.670
10-14;1.775
15-19;1.902
20-24;1.965
25-29;1.836
30-34;1.636
35-39;1.581
40-44;1.462
45-49;1.327
50-54;1.338
55-59;1.254
60-64;1.044
65-69;773
70-74;523
75-79;324
80-84;192
85-89;105
90-94;50
95-99;23
100 AÑOS Y MÁS;6
Liborina;
Total;10.090
00-04;740
05-09;795
10-14;848
15-19;808
20-24;660
25-29;586
30-34;632
35-39;704
40-44;645
45-49;592
50-54;622
55-59;608
60-64;532
65-69;437
70-74;315
75-79;217
80-84;156
85-89;112
90-94;58
95-99;21
100 AÑOS Y MÁS;2
Maceo;
Total;8.248
00-04;752
05-09;737
10-14;704
15-19;632
20-24;575
25-29;567
30-34;544
35-39;511
40-44;463
45-49;467
50-54;506
55-59;461
60-64;385
65-69;318
70-74;243
75-79;172
80-84;103
85-89;57
90-94;34
95-99;15
100 AÑOS Y MÁS;2
Marinilla;
Total;67.893
00-04;5.211
05-09;5.094
10-14;5.084
15-19;5.464
20-24;6.008
25-29;5.882
30-34;5.369
35-39;5.095
40-44;4.475
45-49;3.942
50-54;3.918
55-59;3.594
60-64;2.931
65-69;2.196
70-74;1.584
75-79;1.006
80-84;549
85-89;291
90-94;141
95-99;50
100 AÑOS Y MÁS;9
Montebello;
Total;6.641
00-04;427
05-09;463
10-14;496
15-19;476
20-24;412
25-29;391
30-34;395
35-39;415
40-44;417
45-49;413
50-54;442
55-59;448
60-64;431
65-69;382
70-74;287
75-79;172
80-84;87
85-89;47
90-94;27
95-99;11
100 AÑOS Y MÁS;2
Murindó;
Total;5.234
00-04;964
05-09;822
10-14;643
15-19;493
20-24;397
25-29;351
30-34;308
35-39;277
40-44;234
45-49;172
50-54;151
55-59;138
60-64;98
65-69;63
70-74;43
75-79;32
80-84;21
85-89;10
90-94;8
95-99;8
100 AÑOS Y MÁS;1
Mutatá;
Total;14.389
00-04;1.862
05-09;1.745
10-14;1.578
15-19;1.380
20-24;1.185
25-29;1.080
30-34;981
35-39;886
40-44;752
45-49;648
50-54;611
55-59;517
60-64;387
65-69;281
70-74;201
75-79;132
80-84;78
85-89;43
90-94;21
95-99;17
100 AÑOS Y MÁS;4
Nariño;
Total;9.947
00-04;791
05-09;869
10-14;930
15-19;868
20-24;680
25-29;572
30-34;584
35-39;621
40-44;591
45-49;532
50-54;546
55-59;583
60-64;568
65-69;455
70-74;314
75-79;202
80-84;121
85-89;70
90-94;35
95-99;13
100 AÑOS Y MÁS;2
Necoclí;
Total;44.118
00-04;5.168
05-09;5.174
10-14;5.031
15-19;4.437
20-24;3.500
25-29;3.122
30-34;2.944
35-39;2.757
40-44;2.431
45-49;2.041
50-54;1.807
55-59;1.580
60-64;1.289
65-69;950
70-74;705
75-79;526
80-84;349
85-89;186
90-94;84
95-99;31
100 AÑOS Y MÁS;6
Nechí;
Total;27.354
00-04;3.340
05-09;3.236
10-14;3.014
15-19;2.594
20-24;2.103
25-29;1.974
30-34;1.872
35-39;1.682
40-44;1.424
45-49;1.241
50-54;1.194
55-59;1.068
60-64;844
65-69;629
70-74;447
75-79;314
80-84;202
85-89;101
90-94;41
95-99;25
100 AÑOS Y MÁS;9
Olaya;
Total;3.175
00-04;248
05-09;255
10-14;257
15-19;239
20-24;215
25-29;187
30-34;174
35-39;192
40-44;206
45-49;207
50-54;199
55-59;186
60-64;167
65-69;142
70-74;113
75-79;81
80-84;56
85-89;33
90-94;14
95-99;4
100 AÑOS Y MÁS;0
Peñol;
Total;21.769
00-04;1.652
05-09;1.616
10-14;1.583
15-19;1.608
20-24;1.677
25-29;1.640
30-34;1.486
35-39;1.409
40-44;1.341
45-49;1.312
50-54;1.383
55-59;1.331
60-64;1.145
65-69;908
70-74;672
75-79;449
80-84;285
85-89;167
90-94;71
95-99;27
100 AÑOS Y MÁS;7
Peque;
Total;8.285
00-04;866
05-09;827
10-14;794
15-19;772
20-24;683
25-29;578
30-34;529
35-39;525
40-44;485
45-49;430
50-54;392
55-59;328
60-64;267
65-69;218
70-74;205
75-79;174
80-84;116
85-89;57
90-94;28
95-99;9
100 AÑOS Y MÁS;2
Pueblorrico;
Total;8.735
00-04;636
05-09;688
10-14;735
15-19;713
20-24;622
25-29;559
30-34;544
35-39;535
40-44;504
45-49;505
50-54;545
55-59;542
60-64;505
65-69;412
70-74;290
75-79;184
80-84;106
85-89;58
90-94;30
95-99;18
100 AÑOS Y MÁS;4
Puerto Berrío;
Total;40.713
00-04;3.090
05-09;3.202
10-14;3.289
15-19;3.446
20-24;3.389
25-29;3.307
30-34;3.200
35-39;3.046
40-44;2.636
45-49;2.318
50-54;2.333
55-59;2.168
60-64;1.757
65-69;1.296
70-74;922
75-79;630
80-84;380
85-89;190
90-94;77
95-99;31
100 AÑOS Y MÁS;6
Puerto Nare;
Total;14.440
00-04;1.156
05-09;1.194
10-14;1.210
15-19;1.104
20-24;909
25-29;914
30-34;1.019
35-39;1.051
40-44;954
45-49;903
50-54;947
55-59;874
60-64;706
65-69;554
70-74;403
75-79;257
80-84;147
85-89;79
90-94;37
95-99;17
100 AÑOS Y MÁS;5
Puerto Triunfo;
Total;18.970
00-04;1.675
05-09;1.586
10-14;1.516
15-19;1.543
20-24;1.800
25-29;1.874
30-34;1.687
35-39;1.541
40-44;1.268
45-49;1.029
50-54;907
55-59;748
60-64;610
65-69;446
70-74;313
75-79;215
80-84;114
85-89;58
90-94;23
95-99;13
100 AÑOS Y MÁS;4
Remedios;
Total;29.629
00-04;3.140
05-09;3.030
10-14;2.879
15-19;2.687
20-24;2.524
25-29;2.509
30-34;2.278
35-39;1.991
40-44;1.708
45-49;1.531
50-54;1.472
55-59;1.232
60-64;905
65-69;640
70-74;449
75-79;290
80-84;177
85-89;104
90-94;43
95-99;31
100 AÑOS Y MÁS;9
Retiro;
Total;24.757
00-04;1.520
05-09;1.524
10-14;1.562
15-19;1.650
20-24;1.803
25-29;1.835
30-34;1.808
35-39;1.875
40-44;1.791
45-49;1.650
50-54;1.689
55-59;1.644
60-64;1.432
65-69;1.128
70-74;830
75-79;523
80-84;272
85-89;131
90-94;57
95-99;26
100 AÑOS Y MÁS;7
Rionegro;
Total;142.995
00-04;8.445
05-09;8.533
10-14;9.104
15-19;10.604
20-24;12.366
25-29;12.641
30-34;11.776
35-39;11.232
40-44;9.903
45-49;8.848
50-54;9.040
55-59;8.482
60-64;7.124
65-69;5.645
70-74;4.078
75-79;2.549
80-84;1.385
85-89;697
90-94;342
95-99;139
100 AÑOS Y MÁS;62
Sabanalarga;
Total;9.278
00-04;1.001
05-09;922
10-14;844
15-19;826
20-24;788
25-29;698
30-34;634
35-39;589
40-44;505
45-49;460
50-54;451
55-59;399
60-64;327
65-69;270
70-74;226
75-79;154
80-84;91
85-89;53
90-94;28
95-99;10
100 AÑOS Y MÁS;2
Sabaneta;
Total;87.981
00-04;5.024
05-09;4.544
10-14;4.211
15-19;4.906
20-24;6.794
25-29;8.553
30-34;8.942
35-39;8.130
40-44;6.359
45-49;5.441
50-54;5.825
55-59;5.667
60-64;4.733
65-69;3.569
70-74;2.424
75-79;1.426
80-84;747
85-89;383
90-94;189
95-99;81
100 AÑOS Y MÁS;33
Salgar;
Total;18.261
00-04;1.399
05-09;1.433
10-14;1.493
15-19;1.517
20-24;1.429
25-29;1.335
30-34;1.213
35-39;1.169
40-44;1.135
45-49;1.113
50-54;1.139
55-59;1.058
60-64;899
65-69;717
70-74;521
75-79;339
80-84;193
85-89;95
90-94;40
95-99;19
100 AÑOS Y MÁS;5
San Andrés de Cuerquía;
Total;7.281
00-04;734
05-09;713
10-14;687
15-19;659
20-24;602
25-29;521
30-34;481
35-39;459
40-44;394
45-49;360
50-54;390
55-59;366
60-64;290
65-69;224
70-74;167
75-79;106
80-84;61
85-89;35
90-94;21
95-99;9
100 AÑOS Y MÁS;2
San Carlos;
Total;15.811
00-04;1.283
05-09;1.323
10-14;1.342
15-19;1.266
20-24;1.128
25-29;1.049
30-34;1.054
35-39;1.062
40-44;928
45-49;845
50-54;928
55-59;950
60-64;830
65-69;652
70-74;473
75-79;303
80-84;195
85-89;119
90-94;59
95-99;18
100 AÑOS Y MÁS;4
San Francisco;
Total;5.889
00-04;604
05-09;597
10-14;561
15-19;485
20-24;418
25-29;394
30-34;364
35-39;355
40-44;325
45-49;279
50-54;273
55-59;272
60-64;264
65-69;226
70-74;186
75-79;139
80-84;84
85-89;41
90-94;16
95-99;6
100 AÑOS Y MÁS;0
San Jerónimo;
Total;16.017
00-04;1.138
05-09;1.183
10-14;1.235
15-19;1.256
20-24;1.277
25-29;1.235
30-34;1.165
35-39;1.137
40-44;1.066
45-49;998
50-54;987
55-59;925
60-64;792
65-69;604
70-74;425
75-79;261
80-84;157
85-89;102
90-94;48
95-99;22
100 AÑOS Y MÁS;4
San José de La Montaña;
Total;3.765
00-04;327
05-09;339
10-14;363
15-19;376
20-24;330
25-29;290
30-34;268
35-39;252
40-44;220
45-49;209
50-54;214
55-59;178
60-64;134
65-69;102
70-74;72
75-79;49
80-84;24
85-89;9
90-94;5
95-99;4
100 AÑOS Y MÁS;0
San Juan de Urabá;
Total;20.950
00-04;2.533
05-09;2.501
10-14;2.382
15-19;2.078
20-24;1.610
25-29;1.382
30-34;1.348
35-39;1.337
40-44;1.204
45-49;983
50-54;853
55-59;755
60-64;633
65-69;473
70-74;336
75-79;237
80-84;159
85-89;86
90-94;36
95-99;19
100 AÑOS Y MÁS;5
San Luis;
Total;13.123
00-04;1.343
05-09;1.300
10-14;1.213
15-19;1.084
20-24;983
25-29;948
30-34;929
35-39;915
40-44;796
45-49;682
50-54;649
55-59;592
60-64;491
65-69;381
70-74;299
75-79;235
80-84;153
85-89;76
90-94;34
95-99;16
100 AÑOS Y MÁS;4
San Pedro;
Total;22.885
00-04;1.718
05-09;1.759
10-14;1.836
15-19;1.941
20-24;1.990
25-29;1.866
30-34;1.708
35-39;1.688
40-44;1.557
45-49;1.421
50-54;1.394
55-59;1.231
60-64;946
65-69;686
70-74;479
75-79;320
80-84;186
85-89;91
90-94;36
95-99;23
100 AÑOS Y MÁS;9
San Pedro de Uraba;
Total;32.147
00-04;3.214
05-09;3.346
10-14;3.407
15-19;3.161
20-24;2.606
25-29;2.269
30-34;2.157
35-39;2.118
40-44;1.925
45-49;1.659
50-54;1.500
55-59;1.298
60-64;1.070
65-69;843
70-74;614
75-79;424
80-84;271
85-89;147
90-94;76
95-99;32
100 AÑOS Y MÁS;10
San Rafael;
Total;15.663
00-04;1.198
05-09;1.202
10-14;1.215
15-19;1.223
20-24;1.163
25-29;1.118
30-34;1.119
35-39;1.070
40-44;908
45-49;844
50-54;917
55-59;934
60-64;833
65-69;652
70-74;472
75-79;345
80-84;230
85-89;132
90-94;62
95-99;22
100 AÑOS Y MÁS;4
San Roque;
Total;21.597
00-04;1.726
05-09;1.784
10-14;1.833
15-19;1.774
20-24;1.609
25-29;1.509
30-34;1.477
35-39;1.482
40-44;1.360
45-49;1.227
50-54;1.237
55-59;1.172
60-64;1.019
65-69;859
70-74;656
75-79;416
80-84;234
85-89;130
90-94;62
95-99;25
100 AÑOS Y MÁS;6
San Vicente;
Total;22.469
00-04;1.663
05-09;1.678
10-14;1.724
15-19;1.793
20-24;1.817
25-29;1.693
30-34;1.550
35-39;1.518
40-44;1.470
45-49;1.406
50-54;1.349
55-59;1.253
60-64;1.121
65-69;877
70-74;635
75-79;439
80-84;265
85-89;135
90-94;52
95-99;25
100 AÑOS Y MÁS;6
Santa Bárbara;
Total;27.186
00-04;1.511
05-09;1.717
10-14;1.956
15-19;2.023
20-24;1.908
25-29;1.790
30-34;1.716
35-39;1.734
40-44;1.671
45-49;1.629
50-54;1.780
55-59;1.880
60-64;1.800
65-69;1.485
70-74;1.077
75-79;699
80-84;412
85-89;231
90-94;115
95-99;39
100 AÑOS Y MÁS;13
Santa Rosa de Osos;
Total;37.869
00-04;3.109
05-09;3.144
10-14;3.233
15-19;3.357
20-24;3.374
25-29;3.215
30-34;2.907
35-39;2.692
40-44;2.430
45-49;2.215
50-54;2.108
55-59;1.797
60-64;1.418
65-69;1.058
70-74;770
75-79;519
80-84;287
85-89;132
90-94;62
95-99;31
100 AÑOS Y MÁS;11
Santo Domingo;
Total;12.324
00-04;815
05-09;889
10-14;965
15-19;965
20-24;930
25-29;871
30-34;789
35-39;778
40-44;759
45-49;730
50-54;760
55-59;764
60-64;693
65-69;571
70-74;425
75-79;278
80-84;167
85-89;96
90-94;46
95-99;24
100 AÑOS Y MÁS;9
El Santuario;
Total;36.605
00-04;3.495
05-09;3.320
10-14;3.094
15-19;2.987
20-24;2.957
25-29;2.754
30-34;2.508
35-39;2.438
40-44;2.197
45-49;1.996
50-54;1.993
55-59;1.814
60-64;1.557
65-69;1.269
70-74;928
75-79;611
80-84;367
85-89;190
90-94;91
95-99;32
100 AÑOS Y MÁS;7
Segovia;
Total;39.379
00-04;3.785
05-09;3.710
10-14;3.638
15-19;3.670
20-24;3.702
25-29;3.551
30-34;3.124
35-39;2.791
40-44;2.363
45-49;2.009
50-54;1.949
55-59;1.725
60-64;1.259
65-69;821
70-74;553
75-79;363
80-84;198
85-89;97
90-94;41
95-99;22
100 AÑOS Y MÁS;8
Sonson;
Total;36.625
00-04;2.712
05-09;2.871
10-14;3.075
15-19;3.135
20-24;2.904
25-29;2.713
30-34;2.625
35-39;2.586
40-44;2.285
45-49;2.021
50-54;2.068
55-59;2.009
60-64;1.729
65-69;1.367
70-74;1.029
75-79;711
80-84;429
85-89;218
90-94;90
95-99;37
100 AÑOS Y MÁS;11
Sopetrán;
Total;15.512
00-04;1.099
05-09;1.117
10-14;1.139
15-19;1.153
20-24;1.181
25-29;1.144
30-34;1.042
35-39;1.022
40-44;972
45-49;948
50-54;1.018
55-59;986
60-64;837
65-69;651
70-74;481
75-79;320
80-84;196
85-89;114
90-94;60
95-99;25
100 AÑOS Y MÁS;7
Támesis;
Total;16.201
00-04;893
05-09;1.039
10-14;1.192
15-19;1.198
20-24;1.071
25-29;954
30-34;956
35-39;1.074
40-44;1.117
45-49;1.085
50-54;1.102
55-59;1.084
60-64;996
65-69;843
70-74;651
75-79;442
80-84;260
85-89;141
90-94;74
95-99;26
100 AÑOS Y MÁS;3
Tarazá;
Total;27.995
00-04;3.063
05-09;3.159
10-14;3.152
15-19;2.771
20-24;2.161
25-29;2.020
30-34;2.009
35-39;1.935
40-44;1.661
45-49;1.348
50-54;1.220
55-59;1.067
60-64;846
65-69;586
70-74;406
75-79;285
80-84;161
85-89;69
90-94;35
95-99;29
100 AÑOS Y MÁS;12
Tarso;
Total;6.231
00-04;411
05-09;445
10-14;495
15-19;535
20-24;516
25-29;460
30-34;418
35-39;425
40-44;421
45-49;384
50-54;373
55-59;336
60-64;293
65-69;256
70-74;193
75-79;120
80-84;69
85-89;43
90-94;24
95-99;12
100 AÑOS Y MÁS;2
Titiribí;
Total;10.719
00-04;568
05-09;649
10-14;747
15-19;771
20-24;737
25-29;697
30-34;654
35-39;626
40-44;652
45-49;726
50-54;791
55-59;752
60-64;672
65-69;564
70-74;431
75-79;297
80-84;188
85-89;115
90-94;55
95-99;23
100 AÑOS Y MÁS;4
Toledo;
Total;5.043
00-04;494
05-09;484
10-14;469
15-19;432
20-24;374
25-29;378
30-34;391
35-39;378
40-44;308
45-49;238
50-54;219
55-59;216
60-64;201
65-69;156
70-74;107
75-79;81
80-84;61
85-89;33
90-94;14
95-99;8
100 AÑOS Y MÁS;1
Turbo;
Total;130.191
00-04;15.134
05-09;14.699
10-14;13.996
15-19;12.977
20-24;11.513
25-29;10.498
30-34;9.406
35-39;8.482
40-44;7.194
45-49;5.909
50-54;5.305
55-59;4.575
60-64;3.579
65-69;2.537
70-74;1.758
75-79;1.224
80-84;737
85-89;359
90-94;174
95-99;80
100 AÑOS Y MÁS;55
Uramita;
Total;6.899
00-04;691
05-09;673
10-14;643
15-19;594
20-24;526
25-29;485
30-34;453
35-39;425
40-44;376
45-49;328
50-54;331
55-59;347
60-64;309
65-69;233
70-74;185
75-79;131
80-84;77
85-89;49
90-94;31
95-99;11
100 AÑOS Y MÁS;1
Urrao;
Total;30.876
00-04;3.036
05-09;2.975
10-14;2.886
15-19;2.721
20-24;2.463
25-29;2.225
30-34;1.999
35-39;1.905
40-44;1.782
45-49;1.656
50-54;1.660
55-59;1.507
60-64;1.197
65-69;936
70-74;755
75-79;556
80-84;337
85-89;171
90-94;71
95-99;30
100 AÑOS Y MÁS;8
Valdivia;
Total;14.102
00-04;1.449
05-09;1.462
10-14;1.459
15-19;1.363
20-24;1.192
25-29;1.101
30-34;1.007
35-39;915
40-44;766
45-49;677
50-54;678
55-59;606
60-64;467
65-69;340
70-74;250
75-79;170
80-84;99
85-89;53
90-94;27
95-99;16
100 AÑOS Y MÁS;5
Valparaíso;
Total;6.472
00-04;424
05-09;428
10-14;438
15-19;448
20-24;443
25-29;418
30-34;405
35-39;417
40-44;411
45-49;422
50-54;468
55-59;462
60-64;399
65-69;312
70-74;230
75-79;157
80-84;100
85-89;55
90-94;20
95-99;13
100 AÑOS Y MÁS;2
Vegachí;
Total;12.039
00-04;928
05-09;1.037
10-14;1.133
15-19;1.088
20-24;1.006
25-29;978
30-34;909
35-39;816
40-44;691
45-49;630
50-54;647
55-59;611
60-64;501
65-69;373
70-74;268
75-79;181
80-84;117
85-89;72
90-94;34
95-99;17
100 AÑOS Y MÁS;2
Venecia;
Total;11.715
00-04;546
05-09;671
10-14;819
15-19;859
20-24;803
25-29;771
30-34;749
35-39;761
40-44;789
45-49;846
50-54;899
55-59;838
60-64;743
65-69;608
70-74;423
75-79;266
80-84;166
85-89;94
90-94;41
95-99;19
100 AÑOS Y MÁS;4
Vigía del Fuerte;
Total;9.423
00-04;1.423
05-09;1.278
10-14;1.107
15-19;971
20-24;784
25-29;634
30-34;526
35-39;479
40-44;441
45-49;369
50-54;324
55-59;301
60-64;236
65-69;147
70-74;120
75-79;118
80-84;87
85-89;38
90-94;20
95-99;16
100 AÑOS Y MÁS;4
Yalí;
Total;7.681
00-04;640
05-09;660
10-14;667
15-19;626
20-24;570
25-29;571
30-34;553
35-39;494
40-44;431
45-49;422
50-54;463
55-59;451
60-64;372
65-69;271
70-74;192
75-79;128
80-84;74
85-89;50
90-94;26
95-99;16
100 AÑOS Y MÁS;4
Yarumal;
Total;42.678
00-04;3.250
05-09;3.589
10-14;3.934
15-19;3.893
20-24;3.611
25-29;3.387
30-34;3.240
35-39;3.067
